,0
362,9.0
363,2.0
364,4.0
365,9.0
366,3.0
367,5.0
368,2.0
369,1.0
370,6.0
371,8.0
372,2.0
373,8.0
374,6.0
375,0.0
376,9.0
377,7.0
378,3.0
379,7.0
380,1.0
381,6.0
382,2.0
383,5.0
384,1.0
385,5.0
386,0.0
387,3.0
388,6.0
389,0.0
390,7.0
391,1.0
392,8.0
393,3.0
394,7.0
395,4.0
396,9.0
397,8.0
398,6.0
399,6.0
400,3.0
401,3.0
402,7.0
403,1.0
404,3.0
405,2.0
406,1.0
407,4.0
408,6.0
409,8.0
410,3.0
411,7.0
412,6.0
413,9.0
414,5.0
415,5.0
416,1.0
417,0.0
418,9.0
419,9.0
420,4.0
421,4.0
422,7.0
423,7.0
424,6.0
425,1.0
426,4.0
427,3.0
428,7.0
429,0.0
430,6.0
431,8.0
432,5.0
433,6.0
434,8.0
435,1.0
436,1.0
437,5.0
438,6.0
439,8.0
440,5.0
441,8.0
442,6.0
443,7.0
444,5.0
445,6.0
446,5.0
447,2.0
448,4.0
449,8.0
450,6.0
451,7.0
452,1.0
453,9.0
454,0.0
455,4.0
456,1.0
457,9.0
458,0.0
459,9.0
460,0.0
461,9.0
462,1.0
463,9.0
464,6.0
465,6.0
466,3.0
467,6.0
468,6.0
469,8.0
470,0.0
471,1.0
472,2.0
473,8.0
474,5.0
475,4.0
476,9.0
477,7.0
478,9.0
479,6.0
480,7.0
481,1.0
482,7.0
483,5.0
484,4.0
485,3.0
486,4.0
487,9.0
488,2.0
489,3.0
490,1.0
491,8.0
492,7.0
493,5.0
494,9.0
495,2.0
496,5.0
497,7.0
498,8.0
499,8.0
500,4.0
501,7.0
502,7.0
503,0.0
504,9.0
505,2.0
506,7.0
507,2.0
508,3.0
509,7.0
510,9.0
511,0.0
512,0.0
513,2.0
514,6.0
515,3.0
516,7.0
517,4.0
518,0.0
519,8.0
520,2.0
521,2.0
522,2.0
523,7.0
524,7.0
525,2.0
526,7.0
527,0.0
528,0.0
529,0.0
530,0.0
531,3.0
532,9.0
533,3.0
534,3.0
535,6.0
536,4.0
537,8.0
538,6.0
539,4.0
540,3.0
541,8.0
542,5.0
543,9.0
544,7.0
545,5.0
546,8.0
547,9.0
548,0.0
549,6.0
550,8.0
551,0.0
552,6.0
553,0.0
554,2.0
555,0.0
556,5.0
557,1.0
558,5.0
559,6.0
560,3.0
561,7.0
562,2.0
563,5.0
564,4.0
565,4.0
566,6.0
567,1.0
568,0.0
569,8.0
570,6.0
571,7.0
572,6.0
573,2.0
574,6.0
575,5.0
576,7.0
577,0.0
578,8.0
579,6.0
580,3.0
581,6.0
582,9.0
583,4.0
584,0.0
585,1.0
586,1.0
587,0.0
588,2.0
589,9.0
590,8.0
591,2.0
592,2.0
593,3.0
594,0.0
595,3.0
596,9.0
597,7.0
598,5.0
599,3.0
600,5.0
601,1.0
602,9.0
603,8.0
604,9.0
605,5.0
606,3.0
607,8.0
608,6.0
609,8.0
610,4.0
611,5.0
612,6.0
613,9.0
614,9.0
615,9.0
616,2.0
617,1.0
618,1.0
619,2.0
620,0.0
621,7.0
622,2.0
623,0.0
624,1.0
625,3.0
626,2.0
627,1.0
628,1.0
629,7.0
630,4.0
631,9.0
632,9.0
633,8.0
634,5.0
635,7.0
636,6.0
637,8.0
638,5.0
639,9.0
640,1.0
641,7.0
642,8.0
643,6.0
644,3.0
645,5.0
646,0.0
647,6.0
648,8.0
649,8.0
650,5.0
651,4.0
652,8.0
653,2.0
654,7.0
655,0.0
656,7.0
657,3.0
658,9.0
659,5.0
660,5.0
661,4.0
662,7.0
663,4.0
664,9.0
665,1.0
666,9.0
667,3.0
668,6.0
669,4.0
670,5.0
671,5.0
672,6.0
673,2.0
674,7.0
675,1.0
676,0.0
677,3.0
678,0.0
679,2.0
680,1.0
681,0.0
682,1.0
683,4.0
684,1.0
685,5.0
686,8.0
687,4.0
688,2.0
689,6.0
690,6.0
691,8.0
692,6.0
693,6.0
694,2.0
695,5.0
696,0.0
697,6.0
698,9.0
699,1.0
700,6.0
701,8.0
702,3.0
703,0.0
704,9.0
705,6.0
706,5.0
707,4.0
708,8.0
709,4.0
710,9.0
711,5.0
712,2.0
713,2.0
714,0.0
715,6.0
716,0.0
717,1.0
718,8.0
719,9.0
720,0.0
721,2.0
722,3.0
723,6.0
724,8.0
725,9.0
726,5.0
727,8.0
728,3.0
729,2.0
730,9.0
731,2.0
732,7.0
733,9.0
734,0.0
735,7.0
736,2.0
737,1.0
738,1.0
739,7.0
740,0.0
741,6.0
742,5.0
743,8.0
744,2.0
745,0.0
746,4.0
747,4.0
748,5.0
749,6.0
750,5.0
751,9.0
752,7.0
753,7.0
754,4.0
755,7.0
756,1.0
757,9.0
758,0.0
759,0.0
760,4.0
761,5.0
762,8.0
763,4.0
764,0.0
765,2.0
766,9.0
767,2.0
768,7.0
769,2.0
770,1.0
771,1.0
772,2.0
773,2.0
774,3.0
775,5.0
776,1.0
777,6.0
778,4.0
779,8.0
780,0.0
781,7.0
782,0.0
783,0.0
784,6.0
785,6.0
786,9.0
787,0.0
788,6.0
789,3.0
790,6.0
791,1.0
792,0.0
793,3.0
794,6.0
795,5.0
796,8.0
797,0.0
798,5.0
799,0.0
800,6.0
801,9.0
802,1.0
803,2.0
804,6.0
805,3.0
806,2.0
807,0.0
808,2.0
809,7.0
810,1.0
811,6.0
812,4.0
813,5.0
814,8.0
815,4.0
816,9.0
817,6.0
818,7.0
819,1.0
820,8.0
821,4.0
822,6.0
823,3.0
824,6.0
825,8.0
826,8.0
827,5.0
828,2.0
829,9.0
830,3.0
831,3.0
832,1.0
833,1.0
834,1.0
835,1.0
836,0.0
837,1.0
838,0.0
839,8.0
840,3.0
841,2.0
842,3.0
843,7.0
844,9.0
845,6.0
846,0.0
847,5.0
848,4.0
849,1.0
850,9.0
851,3.0
852,5.0
853,2.0
854,4.0
855,3.0
856,9.0
857,9.0
858,3.0
859,5.0
860,7.0
861,3.0
862,0.0
863,7.0
864,9.0
865,4.0
866,0.0
867,0.0
868,7.0
869,8.0
870,9.0
871,9.0
872,6.0
873,0.0
874,5.0
875,7.0
876,3.0
877,7.0
878,0.0
879,5.0
880,4.0
881,5.0
882,9.0
883,4.0
884,9.0
885,8.0
886,3.0
887,0.0
888,3.0
889,2.0
890,9.0
891,5.0
892,0.0
893,8.0
894,0.0
895,4.0
896,8.0
897,3.0
898,7.0
899,4.0
900,0.0
901,2.0
902,1.0
903,1.0
904,2.0
905,0.0
906,0.0
907,7.0
908,8.0
909,1.0
910,6.0
911,8.0
912,3.0
913,2.0
914,9.0
915,8.0
916,5.0
917,0.0
918,2.0
919,8.0
920,9.0
921,4.0
922,7.0
923,5.0
924,0.0
925,1.0
926,9.0
927,7.0
928,1.0
929,0.0
930,7.0
931,1.0
932,0.0
933,5.0
934,8.0
935,4.0
936,4.0
937,8.0
938,8.0
939,2.0
940,9.0
941,1.0
942,7.0
943,4.0
944,4.0
945,9.0
946,2.0
947,6.0
948,8.0
949,4.0
950,9.0
951,3.0
952,0.0
953,4.0
954,4.0
955,4.0
956,7.0
957,8.0
958,0.0
959,6.0
960,8.0
961,1.0
962,0.0
963,0.0
964,8.0
965,4.0
966,9.0
967,4.0
968,8.0
969,1.0
970,0.0
971,7.0
972,9.0
973,1.0
974,4.0
975,4.0
976,5.0
977,3.0
978,4.0
979,4.0
980,2.0
981,9.0
982,4.0
983,7.0
984,6.0
985,6.0
986,8.0
987,2.0
988,3.0
989,7.0
990,7.0
991,3.0
992,9.0
993,7.0
994,8.0
995,5.0
996,2.0
997,4.0
998,5.0
999,4.0
1000,7.0
1001,3.0
1002,6.0
1003,9.0
1004,4.0
1005,8.0
1006,9.0
1007,8.0
1008,2.0
1009,1.0
1010,4.0
1011,9.0
1012,2.0
1013,0.0
1014,2.0
1015,7.0
1016,8.0
1017,9.0
1018,8.0
1019,6.0
1020,8.0
1021,4.0
1022,0.0
1023,2.0
1024,4.0
1025,4.0
1026,8.0
1027,4.0
1028,1.0
1029,6.0
1030,7.0
1031,1.0
1032,4.0
1033,5.0
1034,5.0
1035,4.0
1036,6.0
1037,7.0
1038,4.0
1039,4.0
1040,1.0
1041,7.0
1042,7.0
1043,3.0
1044,2.0
1045,0.0
1046,9.0
1047,6.0
1048,6.0
1049,2.0
1050,2.0
1051,6.0
1052,0.0
1053,8.0
1054,6.0
1055,1.0
1056,4.0
1057,6.0
1058,9.0
1059,2.0
1060,8.0
1061,2.0
1062,4.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,7.0
1069,8.0
1070,6.0
1071,2.0
1072,0.0
1073,5.0
1074,0.0
1075,6.0
1076,1.0
1077,2.0
1078,2.0
1079,9.0
1080,6.0
1081,2.0
1082,4.0
1083,4.0
1084,8.0
1085,9.0
1086,8.0
1087,2.0
1088,9.0
1089,5.0
1090,3.0
1091,9.0
1092,0.0
1093,7.0
1094,2.0
1095,6.0
1096,4.0
1097,1.0
1098,1.0
1099,3.0
1100,2.0
1101,5.0
1102,0.0
1103,0.0
1104,2.0
1105,0.0
1106,2.0
1107,4.0
1108,6.0
1109,4.0
1110,5.0
1111,9.0
1112,0.0
1113,4.0
1114,8.0
1115,7.0
1116,1.0
1117,4.0
1118,0.0
1119,3.0
1120,9.0
1121,6.0
1122,2.0
1123,4.0
1124,5.0
1125,2.0
1126,7.0
1127,0.0
1128,0.0
1129,4.0
1130,2.0
1131,2.0
1132,0.0
1133,8.0
1134,5.0
1135,9.0
1136,0.0
1137,2.0
1138,7.0
1139,0.0
1140,8.0
1141,4.0
1142,8.0
1143,9.0
1144,0.0
1145,1.0
1146,1.0
1147,6.0
1148,3.0
1149,7.0
1150,8.0
1151,7.0
1152,7.0
1153,2.0
1154,9.0
1155,9.0
1156,1.0
1157,6.0
1158,2.0
1159,7.0
1160,6.0
1161,6.0
1162,9.0
1163,4.0
1164,3.0
1165,7.0
1166,8.0
1167,7.0
1168,8.0
1169,4.0
1170,8.0
1171,6.0
1172,0.0
1173,9.0
1174,3.0
1175,7.0
1176,6.0
1177,7.0
1178,0.0
1179,1.0
1180,8.0
1181,0.0
1182,6.0
1183,2.0
1184,6.0
1185,7.0
1186,8.0
1187,4.0
1188,9.0
1189,6.0
1190,5.0
1191,4.0
1192,2.0
1193,1.0
1194,5.0
1195,5.0
1196,2.0
1197,6.0
1198,6.0
1199,7.0
1200,6.0
1201,6.0
1202,7.0
1203,6.0
1204,8.0
1205,6.0
1206,1.0
1207,6.0
1208,7.0
1209,0.0
1210,5.0
1211,9.0
1212,1.0
1213,3.0
1214,5.0
1215,7.0
1216,7.0
1217,9.0
1218,2.0
1219,1.0
1220,1.0
1221,2.0
1222,0.0
1223,9.0
1224,1.0
1225,8.0
1226,2.0
1227,8.0
1228,6.0
1229,4.0
1230,4.0
1231,6.0
1232,6.0
1233,9.0
1234,1.0
1235,2.0
1236,8.0
1237,7.0
1238,8.0
1239,8.0
1240,4.0
1241,2.0
1242,7.0
1243,8.0
1244,0.0
1245,8.0
1246,8.0
1247,1.0
1248,8.0
1249,8.0
1250,7.0
1251,6.0
1252,3.0
1253,0.0
1254,6.0
1255,3.0
1256,6.0
1257,0.0
1258,9.0
1259,9.0
1260,8.0
1261,9.0
1262,3.0
1263,3.0
1264,4.0
1265,5.0
1266,5.0
1267,0.0
1268,9.0
1269,3.0
1270,9.0
1271,2.0
1272,2.0
1273,3.0
1274,4.0
1275,2.0
1276,8.0
1277,2.0
1278,4.0
1279,5.0
1280,4.0
1281,1.0
1282,0.0
1283,5.0
1284,2.0
1285,9.0
1286,1.0
1287,5.0
1288,8.0
1289,1.0
1290,2.0
1291,2.0
1292,6.0
1293,9.0
1294,6.0
1295,3.0
1296,5.0
1297,6.0
1298,6.0
1299,8.0
1300,2.0
1301,9.0
1302,8.0
1303,7.0
1304,0.0
1305,4.0
1306,3.0
1307,0.0
1308,9.0
1309,1.0
1310,3.0
1311,9.0
1312,6.0
1313,9.0
1314,7.0
1315,2.0
1316,3.0
1317,3.0
1318,3.0
1319,0.0
1320,5.0
1321,6.0
1322,4.0
1323,6.0
1324,9.0
1325,7.0
1326,1.0
1327,5.0
1328,5.0
1329,8.0
1330,6.0
1331,3.0
1332,5.0
1333,1.0
1334,4.0
1335,6.0
1336,6.0
1337,0.0
1338,2.0
1339,0.0
1340,9.0
1341,6.0
1342,1.0
1343,4.0
1344,7.0
1345,8.0
1346,1.0
1347,6.0
1348,7.0
1349,5.0
1350,9.0
1351,4.0
1352,9.0
1353,2.0
1354,0.0
1355,1.0
1356,3.0
1357,3.0
1358,6.0
1359,7.0
1360,3.0
1361,0.0
1362,4.0
1363,6.0
1364,1.0
1365,5.0
1366,9.0
1367,2.0
1368,9.0
1369,3.0
1370,3.0
1371,7.0
1372,1.0
1373,3.0
1374,5.0
1375,0.0
1376,8.0
1377,0.0
1378,2.0
1379,5.0
1380,3.0
1381,7.0
1382,2.0
1383,1.0
1384,2.0
1385,3.0
1386,0.0
1387,0.0
1388,2.0
1389,1.0
1390,3.0
1391,2.0
1392,6.0
1393,7.0
1394,9.0
1395,4.0
1396,5.0
1397,5.0
1398,4.0
1399,9.0
1400,4.0
1401,9.0
1402,2.0
1403,1.0
1404,7.0
1405,0.0
1406,4.0
1407,7.0
1408,6.0
1409,7.0
1410,5.0
1411,8.0
1412,6.0
1413,2.0
1414,0.0
1415,1.0
1416,9.0
1417,4.0
1418,7.0
1419,7.0
1420,1.0
1421,4.0
1422,1.0
1423,8.0
1424,0.0
1425,1.0
1426,0.0
1427,9.0
1428,4.0
1429,8.0
1430,7.0
1431,1.0
1432,2.0
1433,3.0
1434,0.0
1435,8.0
1436,0.0
1437,1.0
1438,1.0
1439,2.0
1440,7.0
1441,0.0
1442,2.0
1443,3.0
1444,1.0
1445,5.0
1446,9.0
1447,5.0
1448,2.0
1449,9.0
1450,8.0
1451,5.0
1452,0.0
1453,7.0
1454,7.0
1455,7.0
1456,9.0
1457,7.0
1458,5.0
1459,9.0
1460,5.0
1461,7.0
1462,1.0
1463,8.0
1464,2.0
1465,6.0
1466,1.0
1467,4.0
1468,8.0
1469,0.0
1470,8.0
1471,0.0
1472,0.0
1473,6.0
1474,1.0
1475,2.0
1476,5.0
1477,5.0
1478,7.0
1479,8.0
1480,4.0
1481,7.0
1482,3.0
1483,8.0
1484,9.0
1485,3.0
1486,7.0
1487,3.0
1488,2.0
1489,5.0
1490,4.0
1491,9.0
1492,8.0
1493,9.0
1494,7.0
1495,0.0
1496,6.0
1497,3.0
1498,3.0
1499,5.0
1500,0.0
1501,1.0
1502,1.0
1503,8.0
1504,7.0
1505,0.0
1506,5.0
1507,1.0
1508,9.0
1509,4.0
1510,8.0
1511,3.0
1512,3.0
1513,0.0
1514,3.0
1515,2.0
1516,1.0
1517,3.0
1518,1.0
1519,7.0
1520,8.0
1521,5.0
1522,0.0
1523,6.0
1524,7.0
1525,1.0
1526,8.0
1527,6.0
1528,0.0
1529,7.0
1530,2.0
1531,6.0
1532,3.0
1533,1.0
1534,0.0
1535,5.0
1536,3.0
1537,6.0
1538,2.0
1539,0.0
1540,6.0
1541,2.0
1542,6.0
1543,2.0
1544,6.0
1545,2.0
1546,3.0
1547,2.0
1548,4.0
1549,4.0
1550,5.0
1551,7.0
1552,8.0
1553,2.0
1554,1.0
1555,7.0
1556,0.0
1557,4.0
1558,3.0
1559,9.0
1560,5.0
1561,0.0
1562,7.0
1563,1.0
1564,2.0
1565,6.0
1566,9.0
1567,8.0
1568,3.0
1569,5.0
1570,5.0
1571,6.0
1572,9.0
1573,8.0
1574,6.0
1575,8.0
1576,0.0
1577,2.0
1578,3.0
1579,2.0
1580,2.0
1581,1.0
1582,8.0
1583,6.0
1584,9.0
1585,0.0
1586,4.0
1587,5.0
1588,6.0
1589,2.0
1590,1.0
1591,2.0
1592,7.0
1593,1.0
1594,6.0
1595,9.0
1596,2.0
1597,9.0
1598,8.0
1599,0.0
1600,8.0
1601,9.0
1602,7.0
1603,7.0
1604,2.0
1605,6.0
1606,4.0
1607,2.0
1608,6.0
1609,0.0
1610,2.0
1611,4.0
1612,9.0
1613,1.0
1614,0.0
1615,9.0
1616,7.0
1617,2.0
1618,2.0
1619,2.0
1620,0.0
1621,4.0
1622,0.0
1623,5.0
1624,9.0
1625,9.0
1626,6.0
1627,1.0
1628,0.0
1629,6.0
1630,4.0
1631,6.0
1632,5.0
1633,3.0
1634,1.0
1635,5.0
1636,7.0
1637,4.0
1638,3.0
1639,0.0
1640,2.0
1641,1.0
1642,7.0
1643,6.0
1644,1.0
1645,6.0
1646,6.0
1647,2.0
1648,8.0
1649,9.0
1650,4.0
1651,7.0
1652,6.0
1653,5.0
1654,4.0
1655,1.0
1656,3.0
1657,6.0
1658,1.0
1659,0.0
1660,9.0
1661,8.0
1662,8.0
1663,0.0
1664,9.0
1665,9.0
1666,7.0
1667,8.0
1668,6.0
1669,9.0
1670,1.0
1671,0.0
1672,2.0
1673,4.0
1674,2.0
1675,6.0
1676,3.0
1677,1.0
1678,1.0
1679,0.0
1680,0.0
1681,2.0
1682,5.0
1683,0.0
1684,9.0
1685,6.0
1686,0.0
1687,2.0
1688,5.0
1689,0.0
1690,9.0
1691,3.0
1692,4.0
1693,2.0
1694,7.0
1695,4.0
1696,9.0
1697,1.0
1698,7.0
1699,3.0
1700,0.0
1701,9.0
1702,8.0
1703,9.0
1704,0.0
1705,7.0
1706,3.0
1707,2.0
1708,2.0
1709,4.0
1710,0.0
1711,7.0
1712,3.0
1713,9.0
1714,0.0
1715,1.0
1716,7.0
1717,3.0
1718,6.0
1719,4.0
1720,8.0
1721,2.0
1722,4.0
1723,0.0
1724,8.0
1725,2.0
1726,5.0
1727,5.0
1728,0.0
1729,1.0
1730,0.0
1731,8.0
1732,1.0
1733,0.0
1734,1.0
1735,9.0
1736,1.0
1737,4.0
1738,4.0
1739,0.0
1740,4.0
1741,3.0
1742,2.0
1743,3.0
1744,2.0
1745,9.0
1746,3.0
1747,6.0
1748,3.0
1749,9.0
1750,8.0
1751,6.0
1752,8.0
1753,7.0
1754,6.0
1755,2.0
1756,0.0
1757,7.0
1758,8.0
1759,7.0
1760,3.0
1761,9.0
1762,5.0
1763,0.0
1764,8.0
1765,3.0
1766,3.0
1767,0.0
1768,2.0
1769,3.0
1770,3.0
1771,3.0
1772,3.0
1773,2.0
1774,9.0
1775,9.0
1776,7.0
1777,3.0
1778,8.0
1779,8.0
1780,3.0
1781,5.0
1782,1.0
1783,0.0
1784,2.0
1785,3.0
1786,9.0
1787,0.0
1788,1.0
1789,4.0
1790,7.0
1791,8.0
1792,3.0
1793,3.0
1794,8.0
1795,5.0
1796,5.0
1797,4.0
1798,6.0
1799,1.0
1800,5.0
1801,2.0
1802,1.0
1803,1.0
1804,0.0
1805,1.0
1806,9.0
1807,3.0
1808,5.0
1809,3.0
1810,1.0
1811,8.0
1812,4.0
1813,1.0
1814,6.0
1815,1.0
1816,1.0
1817,1.0
1818,5.0
1819,6.0
1820,6.0
1821,3.0
1822,2.0
1823,7.0
1824,3.0
1825,0.0
1826,4.0
1827,3.0
1828,3.0
1829,8.0
1830,6.0
1831,5.0
1832,5.0
1833,5.0
1834,1.0
1835,6.0
1836,7.0
1837,9.0
1838,6.0
1839,3.0
1840,4.0
1841,9.0
1842,6.0
1843,0.0
1844,3.0
1845,6.0
1846,4.0
1847,1.0
1848,6.0
1849,8.0
1850,2.0
1851,1.0
1852,8.0
1853,8.0
1854,4.0
1855,5.0
1856,1.0
1857,8.0
1858,0.0
1859,5.0
1860,6.0
1861,0.0
1862,7.0
1863,6.0
1864,1.0
1865,2.0
1866,1.0
1867,8.0
1868,0.0
1869,7.0
1870,2.0
1871,0.0
1872,8.0
1873,0.0
1874,0.0
1875,2.0
1876,9.0
1877,0.0
1878,2.0
1879,7.0
1880,5.0
1881,2.0
1882,5.0
1883,5.0
1884,4.0
1885,8.0
1886,7.0
1887,1.0
1888,7.0
1889,1.0
1890,9.0
1891,3.0
1892,1.0
1893,1.0
1894,0.0
1895,9.0
1896,9.0
1897,9.0
1898,4.0
1899,2.0
1900,8.0
1901,8.0
1902,6.0
1903,2.0
1904,4.0
1905,0.0
1906,0.0
1907,5.0
1908,8.0
1909,5.0
1910,8.0
1911,4.0
1912,5.0
1913,7.0
1914,4.0
1915,4.0
1916,2.0
1917,0.0
1918,6.0
1919,0.0
1920,3.0
1921,3.0
1922,5.0
1923,2.0
1924,7.0
1925,6.0
1926,4.0
1927,4.0
1928,6.0
1929,7.0
1930,6.0
1931,7.0
1932,0.0
1933,8.0
1934,5.0
1935,8.0
1936,3.0
1937,5.0
1938,1.0
1939,2.0
1940,4.0
1941,6.0
1942,4.0
1943,5.0
1944,1.0
1945,5.0
1946,9.0
1947,7.0
1948,4.0
1949,3.0
1950,3.0
1951,8.0
1952,8.0
1953,4.0
1954,5.0
1955,3.0
1956,6.0
1957,2.0
1958,6.0
1959,7.0
1960,7.0
1961,6.0
1962,9.0
1963,5.0
1964,1.0
1965,6.0
1966,3.0
1967,9.0
1968,5.0
1969,5.0
1970,3.0
1971,7.0
1972,5.0
1973,2.0
1974,9.0
1975,6.0
1976,6.0
1977,5.0
1978,5.0
1979,2.0
1980,9.0
1981,0.0
1982,3.0
1983,6.0
1984,5.0
1985,6.0
1986,1.0
1987,9.0
1988,8.0
1989,8.0
1990,4.0
1991,3.0
1992,8.0
1993,0.0
1994,2.0
1995,3.0
1996,8.0
1997,3.0
1998,6.0
1999,8.0
2000,3.0
2001,1.0
2002,5.0
2003,3.0
2004,6.0
2005,7.0
2006,1.0
2007,0.0
2008,5.0
2009,8.0
2010,5.0
2011,8.0
2012,2.0
2013,0.0
2014,4.0
2015,4.0
2016,5.0
2017,3.0
2018,6.0
2019,8.0
2020,2.0
2021,6.0
2022,5.0
2023,2.0
2024,7.0
2025,7.0
2026,2.0
2027,4.0
2028,6.0
2029,1.0
2030,0.0
2031,5.0
2032,0.0
2033,3.0
2034,2.0
2035,9.0
2036,5.0
2037,1.0
2038,4.0
2039,1.0
2040,3.0
2041,6.0
2042,3.0
2043,4.0
2044,9.0
2045,6.0
2046,5.0
2047,8.0
2048,5.0
2049,1.0
2050,5.0
2051,4.0
2052,2.0
2053,6.0
2054,5.0
2055,8.0
2056,5.0
2057,2.0
2058,3.0
2059,7.0
2060,0.0
2061,7.0
2062,1.0
2063,0.0
2064,2.0
2065,7.0
2066,6.0
2067,7.0
2068,1.0
2069,1.0
2070,6.0
2071,1.0
2072,1.0
2073,9.0
2074,0.0
2075,4.0
2076,7.0
2077,1.0
2078,7.0
2079,1.0
2080,2.0
2081,2.0
2082,6.0
2083,5.0
2084,4.0
2085,9.0
2086,0.0
2087,1.0
2088,6.0
2089,2.0
2090,8.0
2091,3.0
2092,9.0
2093,2.0
2094,4.0
2095,2.0
2096,9.0
2097,6.0
2098,9.0
2099,1.0
2100,4.0
2101,1.0
2102,4.0
2103,2.0
2104,7.0
2105,8.0
2106,4.0
2107,6.0
2108,3.0
2109,2.0
2110,2.0
2111,2.0
2112,8.0
2113,9.0
2114,7.0
2115,2.0
2116,4.0
2117,0.0
2118,0.0
2119,7.0
2120,8.0
2121,9.0
2122,4.0
2123,1.0
2124,0.0
2125,7.0
2126,2.0
2127,6.0
2128,1.0
2129,0.0
2130,1.0
2131,7.0
2132,2.0
2133,3.0
2134,3.0
2135,9.0
2136,6.0
2137,5.0
2138,5.0
2139,6.0
2140,8.0
2141,1.0
